Canonical SMILES,Mutagenicity
OC(=O)c1c(Cl)nn(c1S(=O)(=O)N)C,non-mutagenic
COc1cc(OC)nc(n1)Cc1n(C)nc(c1C(=O)O)Cl,non-mutagenic
Clc1ccc(c(c1)Cl)C(Cn1cncn1)COC(C(F)F)(F)F,non-mutagenic
OC(=O)C(c1ccc(cc1Cl)Cl)Cn1cncn1,non-mutagenic
OC(=O)Cn1cncn1,non-mutagenic
Clc1ccc(c(c1)Cl)C(Cn1cncn1)COC(C(=O)O)(F)F,non-mutagenic
Clc1cc(cnc1CNC(=O)c1c(Cl)cccc1Cl)C(F)(F)F,mutagenic
NC(=O)c1c(Cl)cccc1Cl,non-mutagenic
OC(=O)c1ncc(cc1Cl)C(F)(F)F,non-mutagenic
NC(=O)c1c(Cl)ccc(c1Cl)O,non-mutagenic
CS(=O)c1cc(cnc1C(=O)O)C(F)(F)F,non-mutagenic
OC(=O)c1ccc(cc1S(=O)(=O)O)C(F)(F)F,non-mutagenic
Oc1ncc(cc1S(=O)(=O)C)C(F)(F)F,non-mutagenic
O=C1CCCC(=O)C1C(=O)c1ccc(c(c1Cl)COCC(F)(F)F)S(=O)(=O)C,non-mutagenic
OC(=O)c1ccc(c(c1Cl)COCC(F)(F)F)S(=O)(=O)C,non-mutagenic
O=C1C(O)CC(C(=O)C1C(=O)c1ccc(c(c1Cl)COCC(F)(F)F)S(=O)(=O)C)O,non-mutagenic
OCc1c(Cl)c(ccc1S(=O)(=O)C)C(=O)O,non-mutagenic
O=C1CCCc2c1c(=O)c1c(o2)c(COCC(F)(F)F)c(cc1)S(=O)(=O)C,non-mutagenic
Cn1nc(c(c1)C(=O)Nc1ccccc1c1cc(F)c(c(c1)F)F)C(F)F,non-mutagenic
Cn1nc(c(c1)C(=O)O)C(F)F,non-mutagenic
FC(C1=C(C=N[N]1)C(=O)O)F,non-mutagenic
OC[C@H]1O[C@@H](On2nc(c(c2)C(=O)Nc2ccccc2c2cc(F)c(c(c2)F)F)C(F)F)[C@@H]([C@H]([C@@H]1O)O)O,non-mutagenic
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccsc1C(=O)OC,non-mutagenic
COc1nc(C)nc(n1)N,non-mutagenic
OC(=O)c1sccc1S(=O)(=O)N,non-mutagenic
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccsc1C(=O)O,non-mutagenic
NC(=O)Nc1nc(C)nc(n1)C(=O)C,non-mutagenic
O=C1NS(=O)(=O)c2c1scc2,non-mutagenic
Cc1nc(nc(n1)O)NC(=O)NS(=O)(=O)c1ccsc1C(=O)O,non-mutagenic
COC(=O)c1sccc1S(=O)(=O)N,non-mutagenic
[O-][N+](=O)/N=C\1/N(Cc2cnc(s2)Cl)COCN1C,non-mutagenic
[O-][N+](=O)NC(=NC)NCc1cnc(s1)Cl,non-mutagenic
CN1COCN(C1=N)Cc1cnc(s1)Cl,non-mutagenic
COc1ncc(c2n1nc(n2)S(=O)(=O)Nc1c(F)cccc1F)F,non-mutagenic
Fc1cccc(c1NS(=O)(=O)c1nn2c(n1)c(F)cnc2O)F,non-mutagenic
OC(=O)c1n[nH]c(n1)S(=O)(=O)N,non-mutagenic
NS(=O)(=O)c1ncn[nH]1,non-mutagenic
Oc1cccc2c1OC(C2O)(C)C,non-mutagenic
Clc1ccc(c(c1)Cl)C1(C=CCO1)Cn1cncn1,non-mutagenic
N#Cc1ccccc1Oc1ncnc(c1)Oc1ccccc1C(=O)O,non-mutagenic
COC(=O)[C@H](N(c1c(C)cccc1C)C(=O)CC(=O)O)C,non-mutagenic
COC(=O)C(N(c1c(C)cccc1C(=O)O)C(=O)CC(=O)O)C,non-mutagenic
OC(=O)CC(=O)N(c1c(C)cccc1C(=O)O)C(C(=O)O)C,non-mutagenic
CC(N1C(=O)SCN(C1=O)c1ccccc1)C,non-mutagenic
CC(N(C(=O)NC(C)(C)C)C(=O)Nc1ccccc1)C,non-mutagenic
CC(NC(=O)Nc1ccccc1)C,non-mutagenic
CC(N(C(=S)NC(C)(C)C)C(=O)Nc1ccccc1)C,non-mutagenic
OCc1nn(c(=O)n1C(F)F)c1cc(CCC(=O)O)c(cc1F)Cl,non-mutagenic
CCS(=O)C(CC(CC(=O)O)CC(=O)O)C,non-mutagenic
CCS(=O)(=O)C(CC(CC(=O)O)CC(=O)O)C,non-mutagenic
Brc1nn(c(c1)C(=O)N)c1ncccc1Cl,non-mutagenic
C[C@H](C(=O)O)Oc1ccc(cc1)Oc1ccc(cc1F)C(=O)O,non-mutagenic
C=CCOC(c1ccc(cc1Cl)Cl)Cn1cncc1,non-mutagenic
CC(C1(C)N=C(NC1=O)c1nc2ccccc2cc1C(=O)O)C,non-mutagenic
[O-][N+](=O)/N=C/1\NCCN1Cc1ccc(nc1)Cl,non-mutagenic
CC(C1CCC(C1(O)Cn1ncnc1)Cc1ccc(cc1)Cl)C,non-mutagenic
CO/N=C(\c1ccccc1COc1ccccc1C)/C(=O)OC,non-mutagenic
CO/N=C(\c1ccccc1COc1ccccc1CO)/C(=O)O,non-mutagenic
CO/N=C(\c1ccccc1COc1ccc(cc1C)O)/C(=O)O,non-mutagenic
CO/N=C(\c1ccccc1COc1cc(O)ccc1C)/C(=O)O,non-mutagenic
CC(OC(=O)NC(C(=O)NC(c1ccc(cc1)C)C)C(C)C)C,non-mutagenic
CCC(c1noc(c1)NC(=O)c1c(OC)cccc1OC)(CC)C,non-mutagenic
Cc1ccc(cc1)C(N)C,non-mutagenic
[O-][N+](=O)NC1=NCC(N1Cc1ccc(nc1)Cl)O,non-mutagenic
[O-][N+](=O)NC1=NC(CN1Cc1ccc(nc1)Cl)O,non-mutagenic
[O-][N+](=O)Nc1nccn1Cc1ccc(nc1)Cl,non-mutagenic
O=N/N=C/1\NCCN1Cc1ccc(nc1)Cl,non-mutagenic
CCc1noc(c1)NC(=O)c1c(OC)cccc1OC,non-mutagenic
COc1cccc(c1C(=O)N)OC,non-mutagenic
O=c1[nH]c2CCCc2c(=O)n1C1CCCCC1,non-mutagenic
[O-]S(=O)(=O)[O-].[Fe+2],non-mutagenic
CO/N=C(\c1ccccc1COc1ccccc1C)/C(=O)O,non-mutagenic
CC(C1C2CCC1c1c2cccc1NC(=O)c1cn(nc1C(F)F)C)C,non-mutagenic
Cn1nc(c(c1)C(=O)Nc1cccc2c1[C@@H]1CC[C@H]2[C@@H]1C(O)(C)C)C(F)F,non-mutagenic
Cn1nc(c(c1)C(=O)Nc1cccc2c1[C@H]1CC[C@@H]2[C@H]1C(O)(C)C)C(F)F,non-mutagenic
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,non-mutagenic
CC1OC(C)OC(OC(O1)C)C,non-mutagenic
Fc1ccc(cc1)NC(=O)c1cccc(n1)Oc1cccc(c1)C(F)(F)F,non-mutagenic
O=C(N(C)C)Nc1ccc(cc1)C(C)C,mutagenic
OC(=O)c1nc(Cl)c(c(c1Cl)N)Cl,non-mutagenic
CC(Oc1ccccn1)COc1ccc(cc1)Oc1ccccc1,non-mutagenic
CCCN(C(=O)SCc1ccccc1)CCC,non-mutagenic
COc1c(OC)cc(c(c1OC)C(=O)c1c(OC)ncc(c1C)Cl)C,non-mutagenic
[CH2]OC1C(=C(O)C=C([C]1C(=O)c1c(OC)ncc(c1C)Cl)C)OC,non-mutagenic
O=c1c(Cl)c(SCc2ccc(cc2)C(C)(C)C)cnn1C(C)(C)C,non-mutagenic
OC(=O)C(c1ccc(cc1)CSc1cnn(c(=O)c1Cl)C(C)(C)C)(C)C,non-mutagenic
CCCCCCC(c1cc(cc(c1OC(=O)C=CC)[N+](=O)[O-])[N+](=O)[O-])C,non-mutagenic
C[N+]1(C)CCCCC1.[Cl-],non-mutagenic
OC1CC[N+](CC1)(C)C.[Cl-],non-mutagenic
CNC(=O)O/N=C(/C(=O)N(C)C)\SC,non-mutagenic
CN(C(=O)C#N)C,non-mutagenic
CCOC(=O)COc1cc(c(cc1Cl)F)c1nn(c(c1Cl)OC(F)F)C,non-mutagenic
CNC(=O)ON=C(SC)C,non-mutagenic
COc1c(OC)cc(c(c1OC)C(=O)c1c(OC)ccc(c1C)Br)C,non-mutagenic
CCC(=C1C(=O)CC(CC1=O)C(=O)O)[O-].CCC(=C1C(=O)CC(CC1=O)C(=O)O)[O-].[Ca+2],non-mutagenic
CCCn1c(OCCC)nc2c(c1=O)cc(cc2)I,non-mutagenic
CCCn1c(OCCC)nc2c(c1=O)cccc2,non-mutagenic
Cc1cc(C)nc(n1)Nc1ccccc1,non-mutagenic
Cc1cc(C)nc(n1)N,non-mutagenic
CC(Oc1cc(c(cc1Cl)Cl)n1nc(oc1=O)C(C)(C)C)C,mutagenic
CNC(=O)Oc1cc(C)c(c(c1)C)SC,non-mutagenic
C=CC=CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C.C=CC=CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C(=O)OC)C,non-mutagenic
Cc1nnc(c(=O)n1N)c1ccccc1,non-mutagenic
Cc1n[n+]([O-])c(c(=O)n1N)c1ccccc1,mutagenic
COCC(=O)N(c1c(C)cccc1C)C(C(=O)OC)C,non-mutagenic
C#CCOC(c1ccc(cc1)Cl)C(=O)NCCc1ccc(c(c1)OC)OCC#C,non-mutagenic
C#CCOC(c1ccc(cc1)Cl)C(=O)NCCC(=O)O,non-mutagenic
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(cc1Cl)OC(C(C(F)(F)F)F)(F)F,non-mutagenic
FC(C(Oc1cc(Cl)c(cc1Cl)N)(F)F)C(F)(F)F,non-mutagenic
COc1cc(OC)n2c(n1)nc(n2)S(=O)(=O)Nc1c(Cl)ccc(c1Cl)C,non-mutagenic
NC1=NN=C([N]1)S(=O)(=O)Nc1c(Cl)ccc(c1Cl)C,non-mutagenic
COc1cc(O)n2c(n1)nc(n2)S(=O)(=O)Nc1c(Cl)ccc(c1Cl)C,non-mutagenic
Oc1cc(O)n2c(n1)nc(n2)S(=O)(=O)Nc1c(Cl)ccc(c1Cl)C,non-mutagenic
N#Cc1ccc(cc1)CC(=NNC(=O)Nc1ccc(cc1)OC(F)(F)F)c1cccc(c1)C(F)(F)F,non-mutagenic
N#Cc1ccc(cc1)C1(O)N(C(=O)NN=C1c1cccc(c1)C(F)(F)F)c1ccc(cc1)OC(F)(F)C,non-mutagenic
OC(=O)c1cccc(c1)C(F)(F)F,non-mutagenic
N#Cc1ccc(cc1)CC(=O)c1cccc(c1)C(F)(F)F,non-mutagenic
N#Cc1ccc(cc1)C(=O)O,non-mutagenic
COc1cc(OC)n2c(n1)nc(n2)NS(=O)(=O)c1c(OC)nccc1C(F)(F)F,non-mutagenic
COc1nc2nc(nn2c(c1Cl)O)NS(=O)(=O)c1c(OC)nccc1C(F)(F)F,non-mutagenic
COc1nccc(c1S(=O)(=O)O)C(F)(F)F,non-mutagenic
COc1nccc(c1S(=O)(=O)N)C(F)(F)F,non-mutagenic
Clc1ccccc1CC(C1(Cl)CC1)(Cn1[nH]cnc1=S)O,non-mutagenic
Clc1ccccc1CC(C1(Cl)CC1)(Cn1nccc1S(=O)(=O)O)O,non-mutagenic
Clc1ccccc1CC(C1(Cl)CC1)(Cn1nc[nH]c1=O)O,non-mutagenic
Clc1ccccc1C(C(C1(Cl)CC1)(Cn1cncn1)O)O,non-mutagenic
CC(=O)OC(C(C1(Cl)CC1)(Cn1cncn1)O)c1ccccc1Cl,non-mutagenic
OCC(C1(Cl)CC1)(Cc1ccccc1Cl)O,non-mutagenic
COc1ncc(c2n1nc(n2)NS(=O)(=O)c1c(cccc1C(F)(F)F)OCC(F)F)OC,non-mutagenic
COc1cnc(n2c1nc(n2)NS(=O)(=O)c1c(cccc1C(F)(F)F)OCC(F)F)O,non-mutagenic
FC(COc1cccc(c1S(=O)(=O)Nc1nnc([nH]1)C(=O)O)C(F)(F)F)F,non-mutagenic
FC(COc1cccc(c1S(=O)(=O)NC1=NN=C[N]1)C(F)(F)F)F,non-mutagenic
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1c1ccccc1,non-mutagenic
Clc1nnc(c(c1)O)c1ccccc1,non-mutagenic
COc1cc(Cl)nnc1c1ccccc1,non-mutagenic
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1CCC(F)(F)F,non-mutagenic
NC(=N)NC(=O)NS(=O)(=O)c1ccccc1CCC(F)(F)F,non-mutagenic
FC(CCc1ccccc1S(=O)(=O)N)(F)F,non-mutagenic
ClC(=CCOc1cc(Cl)c(c(c1)Cl)OCCCOc1cccc(n1)C(F)(F)F)Cl,non-mutagenic
O=c1[nH]cc(cc1O)C(F)(F)F,mutagenic
CCCN(c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-])CCC,non-mutagenic
N#C[C@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@@H](C1(C)C)/C=C(/C(F)(F)F)\Cl,non-mutagenic
Cl/C(=C\[C@H]1[C@H](C1(C)C)C(=O)O)/C(F)(F)F,non-mutagenic
Cl/C(=C\[C@@H]1[C@@H](C1(C)C)C(=O)O)/C(F)(F)F,non-mutagenic
NC(=O)C(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl,non-mutagenic
N#CC(c1cccc(c1)Oc1ccccc1)O,non-mutagenic
OCc1cccc(c1)Oc1ccccc1,non-mutagenic
OC(=O)C(c1cccc(c1)Oc1ccccc1)O,non-mutagenic
CC1=NNC(=O)N(C1)N=Cc1cccnc1,non-mutagenic
CC1=NNC(=O)N(C1)N,non-mutagenic
O=Cc1cccnc1,non-mutagenic
O=C([C@H](Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C)OCCO/N=C(\C)/C,non-mutagenic
CCCOC(=O)NCCC[NH+](C)C.[Cl-],non-mutagenic
CSc1nnc(c(=O)n1N)C(C)(C)C,non-mutagenic
O=c1[nH]c(=O)[nH]nc1C(C)(C)C,non-mutagenic
NC(C(=O)O)Cc1ncn[nH]1,non-mutagenic
CCCN(C(=O)n1cncc1)CCOc1c(Cl)cc(cc1Cl)Cl,non-mutagenic
CCCN(C(=O)N)CCOc1c(Cl)cc(cc1Cl)Cl,non-mutagenic
CCCN(C(=O)NC=O)CCOc1c(Cl)cc(cc1Cl)Cl,non-mutagenic
CN(C(=O)Oc1nc(nc(c1C)C)N(C)C)C,non-mutagenic
CNc1nc(C)c(c(n1)O)C,non-mutagenic
CN(c1nc(C)c(c(n1)O)C)C,non-mutagenic
CCN(c1nc(cc(n1)C)OP(=S)(OC)OC)CC,mutagenic
O=C(c1ccc(cc1S(=O)(=O)C)C(F)(F)F)c1cnoc1C1CC1,non-mutagenic
N#CC(C(=O)c1ccc(cc1S(=O)(=O)C)C(F)(F)F)C(=O)C1CC1,non-mutagenic
OC(=O)c1ccc(cc1S(=O)(=O)C)C(F)(F)F,non-mutagenic
CCc1cc(C)cc(c1c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2)CC,non-mutagenic
CCc1cc(C)cc(c1C1(O)C(=O)N2N(C1=O)CCOCC2)CC,non-mutagenic
CCc1cc(cc(c1c1c(O)n2n(c1=O)CCOCC2)CC)C(=O)O,non-mutagenic
CCc1cc(CO)cc(c1C1(O)C(=O)N2N(C1=O)CCOCC2)CC,non-mutagenic
Clc1ccc(cc1)CN(C(=O)Nc1ccccc1)C1CCCC1,non-mutagenic
Clc1ccc(cc1)CNC1CCCC1,non-mutagenic
Clc1ccc2c(c1)oc1-c(n2)cc(c(=O)c1)N,mutagenic
CC(CC(c1ccccc1NC(=O)c1c(C)nn(c1F)C)C)C,non-mutagenic
CC(c1ccccc1NC(=O)c1c(C)nn(c1F)C)CC(O)(C)C,non-mutagenic
O=C(c1c(C)nn(c1F)C)Nc1ccccc1C(=O)C,non-mutagenic
CCOc1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F,mutagenic
OC(C(C)(C)C)C(n1ncnc1)Cc1ccc(cc1)Cl,non-mutagenic
OC(C(=O)O)Cn1cncn1,non-mutagenic
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)Nc1ccccc1C(=O)N(C)C,non-mutagenic
O=C(c1ccccc1NS(=O)(=O)O)N(C)C,non-mutagenic
COc1nc(NC(=O)N)nc(c1)OC,non-mutagenic
COc1nc(NC(=O)NOS(=O)Nc2ccccc2C(=O)N(C)C)nc(c1)O,non-mutagenic
[O-]P([O-])[O-].[K+].[K+].[K+],non-mutagenic
[O-][P+](=O)OCC.[O-][P+](=O)OCC.[O-][P+](=O)OCC.[Al+3],non-mutagenic
OP(O)O,non-mutagenic
CCCCC(c1ccc(cc1)Cl)(Cn1cncn1)C#N,non-mutagenic
N#CC(c1ccc(cc1)Cl)(Cn1cncn1)CC(=O)O,non-mutagenic
ClCC(=O)N(c1c(C)cccc1C)Cn1cccn1,non-mutagenic
NC(=O)C(=O)N(c1c(C)cccc1C)Cn1cccn1,non-mutagenic
O=C(N(c1c(C)cccc1C)Cn1cccn1)CS(=O)(=O)O,non-mutagenic
[Na]OS(=O)(=O)CC(=O)N(c1c(C)cccc1C)Cn1cccn1,non-mutagenic
O=S(CC(=O)N(c1c(C)cccc1C)Cn1cccn1)CC(=O)O,non-mutagenic
CS(=O)CC(=O)N(c1c(C)cccc1C)Cn1cccn1,non-mutagenic
OC(=O)C(=O)N(c1c(C)cccc1C(=O)O)Cn1cccn1,non-mutagenic
O=S(CC(C(=O)O)O)CC(=O)N(c1c(C)cccc1C)Cn1cccn1,non-mutagenic
CCCC(c1ccc(cc1Cl)Cl)Cn1cncn1,non-mutagenic
OC1(Cn2ncnc2)C(CCC1(C)C)Cc1ccc(cc1)Cl,non-mutagenic
O=C1CCCC(=O)C1C(=O)c1ccc(cc1[N+](=O)[O-])S(=O)(=O)C,mutagenic
O=N(=O)c1cc(ccc1C(=O)O)S(=O)(=O)C,non-mutagenic
OC(=O)c1ccc(cc1N)S(=O)(=O)C,non-mutagenic
[S-]C(=S)NC.[Na+],mutagenic
CCN(C(=O)C(Oc1cccc2c1cccc2)C)CC,non-mutagenic
OC(=O)C(Oc1cccc2c1cccc2)C,non-mutagenic
CC1=CC[C@@H](CC1)C(=C)C,non-mutagenic
CNC(=O)Nc1ccc(cc1)C(C)C,non-mutagenic
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC,non-mutagenic
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N,non-mutagenic
COC(=O)c1ccccc1S(=O)(=O)N,non-mutagenic
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1C(=O)N(C)C,non-mutagenic
CN(C(=O)c1cccnc1S(=O)(=O)N)C,non-mutagenic
NC(=N)NC(=O)NS(=O)(=O)c1ncccc1C(=O)N(C)C,non-mutagenic
O=C(NS(=O)(=O)c1ncccc1C(=O)N(C)C)NC(=O)N,non-mutagenic
CNC(=O)c1cccnc1S(=O)(=O)N,non-mutagenic
COc1nc(nc(c1)O)NC(=O)NS(=O)(=O)c1ncccc1C(=O)N(C)C,non-mutagenic
COCC(=O)N(c1c(C)cccc1C(=O)O)C(C(=O)O)C,non-mutagenic
COCC(=O)N(c1c(C)cccc1C)C(C(=O)O)C,non-mutagenic
COCC(=O)Nc1c(C)cccc1C,non-mutagenic
CCNc1nc(Cl)nc(n1)NC(C)(C)C,non-mutagenic
Nc1nc(nc(n1)O)NC(C)(C)C,non-mutagenic
CCNc1nc(O)nc(n1)NC(C)(C)C,non-mutagenic
Nc1nc(nc(n1)Cl)NC(C)(C)C,non-mutagenic
Oc1nc2NC(C(n2c(=O)n1)O)(C)C,non-mutagenic
CC(Nc1nc(O)nc(n1)O)(C)C,non-mutagenic
Cn1c(O)nc(nc1=O)NC(C)(C)C,non-mutagenic
CCOC(=O)CC(C(=O)O)SP(=S)(OC)OC,non-mutagenic
COP(=S)(SC(C(=O)O)CC(=O)O)OC,non-mutagenic
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)O,non-mutagenic
CNC(=O)Nc1ccc(cc1)Br,non-mutagenic
NC(=O)Nc1ccc(cc1)Br,non-mutagenic
CONC(=O)Nc1ccc(cc1)Br,non-mutagenic
COc1cc(O)nc(n1)NC(=O)N,non-mutagenic
OCC(c1ccc(cc1)NC(=O)N(C)C)C,non-mutagenic
O=C(N(C)C)Nc1ccc(cc1)C(O)(C)C,non-mutagenic
CC(c1ccc(cc1)NC(=O)N)C,non-mutagenic
CC(c1ccc(cc1)NC(=O)N(C)C)C(=O)O,non-mutagenic
ClCCP(=O)(O)O,non-mutagenic
OCCP(=O)(O)O,non-mutagenic
OC(=O)/C=C(\C=C\[C@@]1(O)C(=CC(=O)CC1(C)C)C)/C,non-mutagenic
[O-]Cl.[Na+],mutagenic
FS(=O)(=O)F,non-mutagenic
O=C1CCCC(=O)C1C(=O)c1ccc(cc1Cl)S(=O)(=O)C,mutagenic
OC(=O)c1ccc(cc1Cl)S(=O)(=O)C,non-mutagenic
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1n2ccccc2nc1S(=O)(=O)CC,non-mutagenic
CCS(=O)(=O)c1nc2n(c1S(=O)(=O)NC(=O)NC(=N)N)cccc2,non-mutagenic
CCS(=O)(=O)c1nc2n(c1S(=O)(=O)NC(=O)NC(=O)N)cccc2,non-mutagenic
Clc1ccc(cc1)CCC(C(C)(C)C)(Cn1cncn1)O,non-mutagenic
CCc1nn(c(c1Cl)C(=O)NCc1ccc(cc1)C(C)(C)C)C,non-mutagenic
CCc1nn(c(c1Cl)C(=O)Nc1ccc(cc1)C(C(=O)O)(C)C)C,non-mutagenic
CCc1nn(c(c1Cl)C(=O)N)C,non-mutagenic
COP(=S)(Oc1c(Cl)cc(cc1Cl)C)OC,non-mutagenic
Cc1c(ccc(c1C1=NOCC1)S(=O)(=O)C)C(=O)c1c[nH]n(c1=O)C,mutagenic
OC(=O)c1ccc(c(c1C)C1=NOCC1)S(=O)(=O)C,non-mutagenic
Clc1ccc2c(c1)[n+]([O-])nc(n2)n1cncc1,non-mutagenic
COc1nc(C)nc(n1)N(C(=O)NS(=O)(=O)c1ccccc1C(=O)OC)C,non-mutagenic
COP(=O)(C(C(Cl)(Cl)Cl)O)OC,non-mutagenic
OC(=O)COc1nc(Cl)c(cc1Cl)Cl,non-mutagenic
CCCCOCCOC(=O)COc1nc(Cl)c(cc1Cl)Cl,non-mutagenic
CCCOCC(=Nc1ccc(cc1C(F)(F)F)Cl)n1cncc1,non-mutagenic
CCOC(=O)C1CC(=O)C(=C(C2CC2)O)C(=O)C1,non-mutagenic
OC(=O)C(CC(=O)O)CC(=O)O,non-mutagenic
O=C(/C=C(/C1CC1)\O)CC(C(=O)O)CC(=O)O,non-mutagenic
O=C(c1c(O)cc(cc1O)C(=O)O)C1CC1,non-mutagenic
OC1(Cn2ncnc2)C(=Cc2ccc(cc2)Cl)CCC1(C)C,non-mutagenic
O[C@@H](C1/C(=C/c2ccc(cc2)Cl)/[C@@H](CC1(C)C)O)Cn1cncn1,non-mutagenic
OC1(Cn2ncnc2)/C(=C/c2ccc(cc2)Cl)/CCC1(C)C,non-mutagenic
COC(=O)CC(c1ccc(cc1)Cl)NC(=O)[C@H](C(C)C)NC(=O)OC(C)C,non-mutagenic
OC(=O)CC(c1ccc(cc1)Cl)NC(=O)[C@H](C(C)C)NC(=O)OC(C)C,non-mutagenic
COCCOc1cccc2c1c(=O)c(nn2c1ccc(cc1)Cl)C(=O)O,non-mutagenic
OCCOc1cccc2c1c(=O)c(nn2c1ccc(cc1)Cl)C(=O)O,non-mutagenic
ClCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(n1)OC,non-mutagenic
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)O,non-mutagenic
CCONC(=C1C(=O)CC(CC1=O)c1c(C)cc(cc1C)C)CC,non-mutagenic
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1S(=O)(=O)CC,non-mutagenic
CCS(=O)(=O)c1cccnc1S(=O)(=O)N,non-mutagenic
COc1cc(OC)nc(n1)N(c1ncccc1S(=O)(=O)CC)C(=O)N,non-mutagenic
CCO[C@H]1[C@@H](OC)[C@H](OC2C[C@@H]3[C@@H](C2)[C@@H]2C=C4C([C@@H]2CC3)CC(=O)O[C@@H](CC)CCC[C@@H]([C@H](C4=O)C)O[C@H]2CC[C@@H]([C@H](O2)C)N(C)C)O[C@H]([C@@H]1OC)C,non-mutagenic
CCO[C@H]1[C@@H](OC)[C@H](O[C@@H]2C[C@@H]3[C@@H](C2)[C@@H]2C=C4[C@H]([C@@H]2CC3)CC(=O)O[C@@H](CC)CCC[C@@H]([C@H](C4=O)C)OC2CC[C@@H]([C@H](O2)C)NC)O[C@H]([C@@H]1OC)C,non-mutagenic
O=CN[C@H]1CC[C@@H](O[C@@H]1C)OC1CCC[C@H](CC)OC(=O)C[C@@H]2C(=C[C@@H]3[C@H]2CC[C@H]2[C@H]3C[C@@H](C2)OC2O[C@@H](C)[C@@H]([C@H]([C@H]2OC)OCC)OC)C(=O)[C@@H]1C,non-mutagenic
O=CN[C@H]1CC[C@@H](O[C@@H]1C)OC1CCC[C@H](CC)OC(=O)C[C@@H]2C(=C[C@@H]3[C@H]2C=C([C@H]2[C@H]3C[C@@H](C2)OC2O[C@@H](C)[C@@H]([C@H]([C@H]2OC)OCC)OC)C)C(=O)[C@@H]1C,non-mutagenic
NC1=C(Cl)C(=O)c2c(C1=O)cccc2,non-mutagenic
ClC(=C(Cl)Cl)CS(=O)(=O)O,non-mutagenic
COC(=O)c1csc(c1S(=O)(=O)NC(=O)n1nc(n(c1=O)C)OC)C,non-mutagenic
COc1nn(c(=O)n1C)C(=O)NS(=O)(=O)c1c(C)scc1C(=O)O,non-mutagenic
COC(=O)c1csc(c1S(=O)(=O)N)C,non-mutagenic
COC(=O)c1csc(c1S(=O)(=O)NC(=O)n1nc([nH]c1=O)OC)C,non-mutagenic
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(cc1)OC(F)(F)F,non-mutagenic
FC(Oc1ccc(cc1)N)(F)F,non-mutagenic
O=C1OC(C(=O)N1Nc1ccccc1)(C)c1ccc(cc1)Oc1ccccc1,non-mutagenic
CCOC(=O)[C@H](Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C,non-mutagenic
Clc1ccc2c(c1)ncc(n2)Oc1ccc(cc1)OC(C(=O)OCC1CCCO1)C,non-mutagenic
O=CNc1ccc(c(c1)S(=O)(=O)NC(=O)Nc1nc(OC)cc(n1)OC)C(=O)N(C)C,non-mutagenic
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H](C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,non-mutagenic
Nc1ccc(cc1Cl)C(F)(F)F,non-mutagenic
CC(C(C(=O)O)Nc1ccc(cc1Cl)C(F)(F)F)C,non-mutagenic
N#CC(C(C(C)C)Nc1ccc(cc1Cl)C(F)(F)F)c1cccc(c1)Oc1ccccc1,non-mutagenic
COc1ccc(cc1[O-])[N+](=O)[O-].[Na+],non-mutagenic
[O-][N+](=O)c1ccccc1[O-].[Na+],non-mutagenic
[O-]c1ccc(cc1)[N+](=O)[O-].[Na+],non-mutagenic
CCC(C(=O)OC1=C(C(=O)OC21CCCCC2)c1cc(Cl)cc(c1)Cl)(C)C,non-mutagenic
OC[C@H]1O[C@@H](OCc2ccc(cc2)NS(=O)(=O)N(C)C)C[C@@H]([C@@H]([C@@H]1O)O)O,non-mutagenic
Cc1ccc(cc1)N(S(=O)(=O)N(C)C)SC(Cl)(Cl)F,non-mutagenic
